Delivery_person_Age,Delivery_person_Ratings,Distance_km,Order_to_pickup_min,multiple_deliveries,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,Festival,City,Time_taken(min)
33,4.7,7.763607607839511,5.0,1,cloudy,low,buffet,motorcycle,no,metropolitian,22
37,4.8,6.058853851669116,5.0,1,windy,medium,drinks,motorcycle,no,metropolitian,28
20,4.6,1.5544658156545266,15.0,0,cloudy,low,buffet,motorcycle,no,metropolitian,11
26,5.0,19.976644021152854,15.0,0,windy,low,buffet,motorcycle,no,metropolitian,15
33,4.8,9.08068382417783,10.0,0,sunny,medium,snack,motorcycle,no,metropolitian,28
36,4.8,13.97014466545326,15.0,1,fog,low,snack,motorcycle,no,metropolitian,40
28,4.2,4.66331041671685,15.0,1,stormy,low,buffet,motorcycle,no,metropolitian,16
21,4.8,12.41960204102968,15.0,0,cloudy,low,buffet,motorcycle,no,metropolitian,22
27,4.9,10.602417764362079,15.0,0,fog,medium,snack,scooter,no,metropolitian,26
35,4.7,16.38385607184808,5.0,1,cloudy,jam,snack,scooter,no,metropolitian,41
25,4.6,9.074573554008944,15.0,1,stormy,low,snack,scooter,no,metropolitian,18
33,3.7,13.406000552536867,5.0,2,sandstorms,medium,buffet,motorcycle,no,metropolitian,39
32,4.7,3.1088209178699793,15.0,0,windy,low,buffet,scooter,no,metropolitian,22
29,4.5,8.938177476637756,15.0,1,stormy,jam,drinks,motorcycle,no,urban,29
31,4.1,4.537400479091801,15.0,1,windy,low,drinks,motorcycle,no,urban,26
34,4.4,13.990192142064847,15.0,0,stormy,jam,drinks,motorcycle,no,metropolitian,42
38,4.9,14.022295961633713,10.0,1,fog,medium,drinks,scooter,no,urban,31
30,4.9,16.636808584025776,5.0,1,sandstorms,jam,snack,motorcycle,no,metropolitian,29
39,4.7,7.6608956642418224,10.0,1,stormy,jam,buffet,electric_scooter,no,metropolitian,25
26,4.7,7.8025506093777235,15.0,1,sandstorms,low,buffet,electric_scooter,no,metropolitian,16
35,4.8,7.573467821949914,15.0,1,fog,low,meal,motorcycle,no,urban,28
36,4.9,16.38508523506451,10.0,1,sandstorms,low,drinks,motorcycle,no,metropolitian,25
29,4.6,19.916122613819716,10.0,1,sunny,jam,snack,scooter,no,metropolitian,18
29,4.8,12.238686345324815,15.0,1,sandstorms,low,drinks,motorcycle,no,metropolitian,19
28,4.9,4.681649260143025,10.0,0,stormy,medium,snack,scooter,no,metropolitian,21
35,4.6,1.5545625412407003,5.0,1,fog,low,drinks,scooter,no,urban,17
26,4.5,6.147194518583352,15.0,1,sunny,high,buffet,motorcycle,no,metropolitian,40
28,4.9,10.906065218662736,10.0,1,windy,jam,buffet,motorcycle,no,metropolitian,18
28,4.8,6.147073151032162,15.0,1,cloudy,high,meal,scooter,no,metropolitian,28
39,5.0,1.4922292227422251,5.0,0,sunny,low,snack,electric_scooter,no,metropolitian,11
23,4.8,17.13793593144315,10.0,0,sandstorms,low,meal,motorcycle,no,metropolitian,22
35,4.7,9.075228438646324,10.0,1,cloudy,jam,snack,motorcycle,no,metropolitian,25
36,4.8,9.348403335334273,10.0,1,sandstorms,medium,snack,scooter,no,metropolitian,26
30,4.9,10.905970180191666,15.0,0,windy,low,drinks,motorcycle,no,metropolitian,20
28,4.6,1.5581193629487389,5.0,1,sunny,high,drinks,scooter,no,metropolitian,14
28,4.6,19.760063712198686,5.0,1,windy,jam,buffet,scooter,no,urban,29
25,4.8,4.717601092054723,10.0,0,cloudy,jam,snack,scooter,no,metropolitian,32
34,5.0,16.830905551931956,15.0,1,fog,jam,snack,motorcycle,no,metropolitian,39
25,4.8,16.901828274275406,5.0,1,cloudy,medium,meal,motorcycle,no,metropolitian,36
38,4.8,13.406029476290724,5.0,2,cloudy,jam,drinks,motorcycle,no,metropolitian,40
37,4.7,6.147073151032162,5.0,0,cloudy,medium,snack,motorcycle,no,metropolitian,15
29,4.6,10.704238934519315,5.0,1,cloudy,medium,snack,motorcycle,no,urban,28
23,4.7,2.996229260539909,15.0,0,windy,high,snack,motorcycle,no,urban,19
25,4.4,2.9802493849187557,10.0,1,windy,low,drinks,motorcycle,no,metropolitian,25
25,4.7,7.719209968291268,5.0,1,sandstorms,jam,meal,motorcycle,no,metropolitian,34
20,4.0,10.757050667280428,15.0,3,cloudy,jam,meal,motorcycle,no,metropolitian,43
25,4.2,10.704238934519315,10.0,1,fog,jam,snack,motorcycle,no,metropolitian,43
31,4.0,4.610254758948449,10.0,1,stormy,jam,meal,motorcycle,no,metropolitian,45
22,4.6,4.469203457950985,0.0,0,windy,low,snack,motorcycle,no,urban,11
37,4.8,4.528183776759067,15.0,0,sunny,jam,drinks,motorcycle,no,urban,20
32,4.8,1.5298253586323256,10.0,1,cloudy,low,drinks,motorcycle,no,metropolitian,19
22,4.5,4.610133887452835,15.0,1,stormy,low,snack,motorcycle,no,urban,11
31,5.0,4.528236597449021,5.0,1,sandstorms,jam,snack,motorcycle,no,metropolitian,34
37,4.7,6.120941769502898,5.0,1,stormy,high,buffet,scooter,no,metropolitian,34
36,3.9,19.974163074784503,10.0,1,sandstorms,jam,buffet,motorcycle,no,urban,31
31,4.9,19.086316709452458,5.0,0,sunny,jam,buffet,scooter,no,urban,25
25,4.6,16.64729968728447,10.0,1,stormy,low,snack,scooter,no,metropolitian,14
32,4.7,4.66331041671685,10.0,1,windy,medium,drinks,scooter,no,metropolitian,34
32,4.5,10.60245939514964,15.0,3,windy,jam,snack,motorcycle,no,metropolitian,43
22,4.8,7.683253857182166,10.0,0,cloudy,jam,buffet,motorcycle,no,metropolitian,26
39,4.2,12.419787919082209,15.0,1,cloudy,jam,snack,scooter,no,metropolitian,49
31,5.0,20.851557402660557,5.0,0,sandstorms,low,meal,scooter,no,metropolitian,28
24,4.6,1.520309052937885,15.0,1,cloudy,low,buffet,motorcycle,no,metropolitian,15
21,4.9,6.040452193269836,15.0,1,windy,high,meal,scooter,no,metropolitian,16
23,4.5,7.790160607220383,10.0,0,stormy,low,meal,motorcycle,no,metropolitian,16
31,4.6,3.0643356747968533,10.0,0,stormy,high,meal,motorcycle,no,metropolitian,28
27,5.0,17.09838855662463,5.0,0,windy,jam,snack,scooter,no,metropolitian,25
36,4.6,10.881731319465793,15.0,0,fog,jam,meal,motorcycle,no,metropolitian,46
23,4.9,1.5293705867132357,10.0,0,sunny,low,snack,motorcycle,no,urban,15
37,4.9,8.988011991138638,10.0,1,cloudy,jam,drinks,motorcycle,no,metropolitian,26
25,4.8,19.917359352866203,10.0,1,fog,low,buffet,motorcycle,no,metropolitian,25
27,4.8,7.646982582847267,5.0,1,sunny,low,meal,electric_scooter,no,urban,17
31,4.7,9.179276688028636,10.0,0,cloudy,jam,drinks,motorcycle,no,metropolitian,25
36,4.9,12.074047498027575,15.0,1,fog,low,meal,electric_scooter,no,metropolitian,29
25,4.8,1.5136443701721216,15.0,0,stormy,high,meal,motorcycle,no,metropolitian,20
34,4.5,9.435201537430714,0.0,0,stormy,low,snack,electric_scooter,no,metropolitian,27
25,4.6,1.5322206834602052,10.0,1,fog,low,snack,motorcycle,no,urban,21
36,4.9,9.220418694558179,10.0,1,sandstorms,medium,buffet,motorcycle,no,metropolitian,34
23,4.7,13.392785187379932,10.0,0,windy,jam,snack,motorcycle,no,metropolitian,16
21,4.7,4.674172124263269,10.0,1,stormy,medium,meal,scooter,no,urban,22
20,5.0,13.583302501334016,10.0,2,fog,jam,snack,scooter,yes,metropolitian,40
25,5.0,4.590769055748738,15.0,0,sunny,jam,meal,motorcycle,no,metropolitian,13
25,4.4,12.074047498027575,5.0,1,cloudy,jam,buffet,scooter,no,urban,39
32,5.0,6.209735433842075,10.0,1,sandstorms,high,drinks,scooter,no,urban,32
22,5.0,13.787603106955784,0.0,1,stormy,low,drinks,motorcycle,no,metropolitian,11
33,4.5,13.990192142064847,15.0,0,windy,medium,buffet,motorcycle,no,urban,21
31,4.9,4.537860442229041,15.0,1,windy,low,buffet,motorcycle,no,metropolitian,23
22,4.6,9.435201537430714,10.0,0,sandstorms,medium,buffet,motorcycle,no,urban,17
24,5.0,7.631413514279125,5.0,1,cloudy,medium,buffet,motorcycle,no,metropolitian,15
23,4.7,1.5544658156545266,15.0,1,windy,low,snack,scooter,no,metropolitian,19
30,4.7,4.610390241501909,15.0,1,fog,medium,drinks,motorcycle,no,metropolitian,30
22,4.7,4.717601092054723,15.0,1,fog,medium,buffet,scooter,no,urban,17
38,4.8,3.1049287712304117,15.0,1,cloudy,low,snack,scooter,no,metropolitian,18
26,4.5,9.074684164326316,10.0,0,fog,low,drinks,motorcycle,no,metropolitian,20
26,4.6,20.176414243687514,5.0,1,sandstorms,medium,snack,scooter,no,metropolitian,23
30,4.8,3.145067434621583,10.0,1,sunny,low,buffet,electric_scooter,no,metropolitian,17
34,4.6,7.8626681674103684,15.0,1,cloudy,medium,buffet,electric_scooter,no,metropolitian,18
34,5.0,6.117725989708161,15.0,1,cloudy,medium,buffet,motorcycle,no,urban,26
36,4.6,3.060475538709063,5.0,1,sunny,low,drinks,motorcycle,no,urban,21
22,4.7,2.980289542200211,10.0,1,sunny,high,snack,motorcycle,no,metropolitian,17
24,4.6,12.419803337139525,10.0,1,sandstorms,jam,drinks,motorcycle,no,metropolitian,27
21,4.8,17.097651549864548,15.0,1,windy,low,buffet,scooter,no,urban,12
38,4.7,14.15280068944862,10.0,0,sunny,low,buffet,motorcycle,no,metropolitian,21
32,4.1,10.808630377209383,10.0,1,stormy,jam,drinks,motorcycle,no,urban,38
22,4.7,1.558137239175215,15.0,1,sunny,low,buffet,scooter,no,urban,18
39,4.0,7.601265908224463,5.0,1,windy,medium,meal,scooter,no,metropolitian,34
37,4.4,7.57343592001983,10.0,0,windy,jam,meal,motorcycle,no,metropolitian,36
21,4.7,12.09917098801042,5.0,3,fog,jam,snack,motorcycle,no,metropolitian,42
38,4.1,4.596698554557205,5.0,0,windy,medium,drinks,scooter,no,metropolitian,31
26,4.6,10.86742683448048,5.0,1,sunny,medium,snack,scooter,no,metropolitian,18
29,4.7,13.968990746015168,15.0,1,fog,low,buffet,motorcycle,no,metropolitian,20
37,4.8,9.313449926160661,10.0,1,windy,low,meal,motorcycle,no,metropolitian,20
37,4.2,1.5523584795777219,5.0,2,fog,high,drinks,electric_scooter,no,metropolitian,34
32,4.6,19.976644021152854,5.0,0,windy,low,meal,scooter,no,metropolitian,15
38,4.1,10.723264172167632,15.0,1,windy,medium,buffet,scooter,no,metropolitian,39
39,4.9,6.29013467763468,5.0,0,cloudy,medium,snack,motorcycle,no,metropolitian,19
33,4.0,9.193014472266961,10.0,1,stormy,jam,buffet,motorcycle,no,metropolitian,33
24,4.7,10.72562572441868,10.0,0,fog,jam,buffet,electric_scooter,no,metropolitian,34
23,4.9,7.761422437275377,10.0,1,sunny,medium,snack,scooter,no,metropolitian,16
31,4.8,10.683732403900528,5.0,0,stormy,low,meal,scooter,no,urban,19
22,4.7,4.717601092054723,15.0,0,sandstorms,jam,meal,motorcycle,no,urban,10
30,4.8,4.560975023661,10.0,0,sandstorms,medium,buffet,scooter,no,metropolitian,26
31,4.9,16.384574278446483,5.0,1,cloudy,jam,drinks,motorcycle,no,metropolitian,40
37,4.6,12.291841945089606,10.0,1,cloudy,jam,snack,motorcycle,no,metropolitian,53
32,4.9,3.073677586371296,5.0,0,windy,low,meal,electric_scooter,no,metropolitian,22
32,4.1,7.762480218802449,5.0,1,sandstorms,medium,meal,scooter,no,metropolitian,31
24,4.9,14.022136830289478,10.0,1,fog,jam,buffet,motorcycle,no,metropolitian,37
21,4.7,20.183481365845186,5.0,0,sandstorms,jam,drinks,motorcycle,no,metropolitian,21
38,4.7,6.232393050016768,5.0,1,windy,high,meal,motorcycle,no,metropolitian,43
32,4.6,16.78719178180431,5.0,0,cloudy,medium,drinks,scooter,no,metropolitian,34
27,4.8,12.256574293065658,0.0,1,sandstorms,low,drinks,motorcycle,no,metropolitian,18
36,4.5,7.6597039787034085,5.0,1,sunny,medium,meal,motorcycle,no,metropolitian,22
23,4.7,10.602417764362079,5.0,1,sunny,jam,snack,motorcycle,no,metropolitian,29
23,4.8,4.610339345524684,15.0,1,sunny,jam,drinks,motorcycle,no,metropolitian,18
30,4.9,17.07670421054038,5.0,2,cloudy,jam,meal,scooter,no,metropolitian,39
24,4.5,4.560783589287684,15.0,2,sunny,jam,meal,motorcycle,yes,semi-urban,45
26,4.7,4.537647566708254,5.0,0,stormy,jam,snack,electric_scooter,no,metropolitian,19
23,4.8,4.6741517745550425,5.0,1,fog,low,snack,motorcycle,no,metropolitian,18
35,4.8,20.85246332426527,15.0,1,windy,medium,snack,motorcycle,no,urban,28
27,4.7,19.65962528368427,15.0,1,sandstorms,jam,drinks,scooter,no,metropolitian,29
22,4.8,1.5369113551350593,5.0,1,fog,low,snack,scooter,no,metropolitian,10
26,4.1,20.206804295781904,5.0,1,cloudy,medium,buffet,electric_scooter,no,metropolitian,35
24,4.7,4.528164580408178,10.0,1,stormy,jam,drinks,motorcycle,no,metropolitian,15
29,5.0,6.29013467763468,10.0,1,stormy,high,drinks,motorcycle,no,metropolitian,29
22,4.4,7.719450234291639,15.0,2,sandstorms,jam,drinks,motorcycle,no,metropolitian,38
38,3.7,10.906324615073057,15.0,0,sandstorms,medium,meal,electric_scooter,no,metropolitian,35
21,4.2,7.562950099273998,5.0,1,windy,low,meal,motorcycle,no,metropolitian,19
30,4.7,6.037193175494637,10.0,1,sunny,medium,buffet,scooter,no,urban,16
27,4.6,4.65713301884333,15.0,1,stormy,low,drinks,electric_scooter,no,urban,17
24,4.7,16.72253446733555,10.0,0,fog,jam,meal,motorcycle,no,urban,30
25,4.7,19.47125401130631,15.0,2,cloudy,medium,snack,motorcycle,no,metropolitian,35
22,4.6,12.358091289337539,15.0,1,sandstorms,jam,snack,motorcycle,no,metropolitian,25
25,4.5,16.384334344092046,5.0,1,fog,low,drinks,scooter,no,metropolitian,27
26,4.7,10.86869350467311,10.0,1,stormy,jam,drinks,scooter,no,metropolitian,22
32,4.6,1.4897806686912982,10.0,1,sunny,high,drinks,motorcycle,no,metropolitian,24
22,4.5,1.5300320235211002,15.0,1,windy,high,meal,scooter,no,metropolitian,20
26,4.6,12.484710456582752,15.0,0,windy,jam,buffet,motorcycle,no,metropolitian,25
21,4.9,12.293569688294703,10.0,0,fog,medium,buffet,motorcycle,no,metropolitian,31
25,4.9,6.11924534302912,15.0,0,stormy,high,snack,motorcycle,no,metropolitian,29
21,5.0,4.596543327364382,5.0,1,sandstorms,jam,buffet,motorcycle,no,urban,22
21,4.8,3.1090734109469933,10.0,1,cloudy,low,buffet,scooter,no,urban,16
20,4.6,13.584306064167167,15.0,1,stormy,medium,drinks,motorcycle,no,metropolitian,24
38,4.8,6.217525604924386,10.0,1,windy,high,meal,motorcycle,no,metropolitian,30
31,4.7,13.58308621493501,10.0,1,stormy,low,drinks,scooter,no,metropolitian,15
21,4.8,19.617929437389435,10.0,1,windy,jam,drinks,electric_scooter,no,urban,29
38,4.8,10.906058503327221,10.0,1,windy,jam,snack,electric_scooter,no,metropolitian,29
26,4.7,6.232373004507649,10.0,0,windy,medium,meal,scooter,no,metropolitian,20
30,4.8,1.572533729286321,10.0,1,fog,high,snack,scooter,no,metropolitian,31
29,4.6,10.80698327657689,10.0,1,windy,jam,meal,scooter,no,metropolitian,25
35,4.2,2.9302151110568055,10.0,1,stormy,low,buffet,motorcycle,no,metropolitian,20
22,4.9,7.683765443180287,10.0,1,stormy,medium,buffet,motorcycle,no,urban,17
23,4.6,10.42732189063304,10.0,0,sunny,medium,meal,motorcycle,no,metropolitian,22
25,4.8,13.584306064167167,15.0,0,sandstorms,medium,buffet,scooter,no,metropolitian,24
32,3.7,20.181161774852512,15.0,2,stormy,medium,buffet,scooter,no,metropolitian,33
38,4.0,4.657654937060173,10.0,1,stormy,medium,snack,scooter,no,metropolitian,33
21,4.7,5.958771662511523,10.0,1,stormy,medium,buffet,motorcycle,no,metropolitian,29
22,4.9,12.43568904742551,15.0,1,fog,jam,meal,scooter,no,metropolitian,40
38,4.5,10.724879289478304,15.0,0,sunny,jam,meal,motorcycle,no,metropolitian,16
36,5.0,13.766116995711348,10.0,1,sunny,medium,drinks,scooter,no,metropolitian,15
22,5.0,10.641103649666686,10.0,1,stormy,jam,snack,motorcycle,no,metropolitian,21
36,4.6,13.406506203190967,5.0,0,cloudy,jam,buffet,motorcycle,no,metropolitian,41
31,4.7,6.217860329667253,10.0,1,sandstorms,medium,snack,motorcycle,no,metropolitian,26
30,4.7,12.464066309794568,5.0,1,stormy,low,snack,scooter,no,metropolitian,27
20,4.6,4.596439723177665,15.0,1,sandstorms,medium,snack,scooter,no,metropolitian,28
25,4.5,1.5093577696337532,15.0,1,windy,high,buffet,electric_scooter,no,urban,14
29,4.5,13.63090323633241,5.0,1,stormy,low,meal,motorcycle,no,metropolitian,21
32,4.9,10.906149360969733,10.0,2,cloudy,medium,buffet,scooter,no,metropolitian,37
33,4.6,10.427668815941242,10.0,2,fog,jam,snack,motorcycle,yes,metropolitian,53
27,4.9,7.761726486394523,15.0,0,cloudy,jam,drinks,motorcycle,no,metropolitian,25
25,4.7,3.0406911398037053,15.0,0,windy,low,snack,scooter,no,metropolitian,15
25,4.8,3.0405702571576674,5.0,1,cloudy,low,drinks,motorcycle,no,metropolitian,24
23,4.9,6.232341754608859,15.0,0,sunny,high,buffet,scooter,no,metropolitian,18
37,4.1,7.761839422154042,15.0,2,sandstorms,medium,snack,scooter,no,metropolitian,32
37,4.6,12.464367397048669,5.0,1,windy,medium,snack,motorcycle,no,metropolitian,48
29,4.9,12.419794286435744,10.0,1,cloudy,medium,meal,motorcycle,no,metropolitian,43
23,4.8,1.5148048951935007,10.0,1,cloudy,high,buffet,motorcycle,no,metropolitian,33
27,4.6,10.642185462082772,15.0,3,fog,jam,drinks,motorcycle,no,metropolitian,43
21,4.8,10.865776701899678,10.0,1,sandstorms,jam,meal,motorcycle,no,urban,22
36,4.9,3.0186622920269803,15.0,0,stormy,high,meal,electric_scooter,no,metropolitian,25
23,5.0,4.596251207088927,5.0,0,sunny,jam,meal,scooter,no,urban,11
20,4.9,16.72211869180285,10.0,1,cloudy,jam,drinks,motorcycle,no,metropolitian,37
21,4.6,6.218030984114243,5.0,1,fog,high,snack,motorcycle,no,metropolitian,22
38,4.7,3.1088209178699793,10.0,1,sandstorms,low,meal,motorcycle,no,metropolitian,28
34,4.0,9.055364789945113,10.0,2,cloudy,jam,meal,scooter,no,metropolitian,39
24,4.6,10.587929946825927,10.0,0,sandstorms,jam,drinks,scooter,no,metropolitian,22
29,4.8,9.326428318803535,10.0,1,fog,low,meal,scooter,no,metropolitian,18
24,4.9,7.4489701519330795,5.0,0,cloudy,jam,drinks,motorcycle,no,urban,28
38,4.4,7.6508628104371885,5.0,1,windy,jam,snack,motorcycle,no,metropolitian,33
39,4.4,7.763161028493024,15.0,2,cloudy,jam,buffet,electric_scooter,no,metropolitian,38
22,4.7,4.657654937060173,15.0,1,stormy,medium,buffet,motorcycle,no,urban,20
28,4.8,9.17632585467143,10.0,1,stormy,jam,meal,motorcycle,no,metropolitian,25
24,4.6,13.968842021961057,5.0,1,stormy,jam,drinks,motorcycle,no,urban,34
34,4.4,3.0206347310381325,5.0,1,stormy,high,buffet,scooter,no,metropolitian,31
24,4.7,3.1051103947027285,5.0,1,fog,high,meal,motorcycle,no,metropolitian,24
27,5.0,1.536906134034303,5.0,1,sandstorms,low,drinks,motorcycle,no,metropolitian,18
37,4.4,3.0644871057616707,10.0,1,sandstorms,low,drinks,motorcycle,no,metropolitian,30
30,4.9,4.658001279265391,10.0,1,windy,jam,snack,electric_scooter,no,metropolitian,33
23,4.6,13.184918189761287,15.0,0,sunny,medium,drinks,electric_scooter,no,metropolitian,12
29,4.6,9.0554769335006,10.0,0,sandstorms,jam,buffet,motorcycle,no,metropolitian,21
35,4.9,7.448086298120235,15.0,2,stormy,jam,buffet,motorcycle,no,metropolitian,40
20,4.8,9.059859285712854,15.0,1,fog,jam,meal,motorcycle,no,metropolitian,27
23,4.6,7.343359922274933,15.0,0,cloudy,jam,meal,motorcycle,no,metropolitian,20
32,5.0,12.42069253996503,15.0,0,windy,low,meal,scooter,no,metropolitian,22
29,4.5,12.42075005031367,15.0,1,windy,medium,snack,electric_scooter,no,metropolitian,26
21,4.9,17.29786575291325,15.0,1,sandstorms,low,meal,scooter,no,urban,16
31,4.6,19.915585713443292,15.0,0,sandstorms,low,buffet,motorcycle,no,metropolitian,24
31,4.7,9.348128423503157,15.0,1,fog,low,meal,motorcycle,no,metropolitian,26
27,4.8,19.76027880154466,5.0,1,fog,low,drinks,motorcycle,no,metropolitian,22
36,4.8,16.85270156392274,10.0,0,cloudy,medium,snack,scooter,no,metropolitian,42
20,4.9,7.8626681674103684,15.0,1,fog,jam,snack,motorcycle,no,metropolitian,21
33,4.9,7.8626681674103684,10.0,1,cloudy,low,snack,motorcycle,no,metropolitian,18
28,4.7,3.0611340136861775,15.0,1,sandstorms,low,drinks,motorcycle,no,metropolitian,16
39,4.4,17.074806111801863,5.0,1,stormy,medium,snack,motorcycle,no,urban,38
30,4.0,16.72076404537099,5.0,2,sunny,jam,buffet,motorcycle,no,metropolitian,34
31,3.5,19.61916749330441,5.0,1,windy,jam,snack,scooter,no,metropolitian,42
22,4.9,10.868667520702992,15.0,1,sandstorms,jam,snack,motorcycle,no,metropolitian,32
30,4.6,6.058876303739157,5.0,2,windy,high,buffet,motorcycle,no,metropolitian,33
27,4.6,3.1050835221086417,5.0,0,fog,low,buffet,motorcycle,no,metropolitian,23
31,4.8,9.315725653468126,5.0,0,sunny,low,buffet,scooter,no,metropolitian,18
27,4.9,1.520455689583788,10.0,0,fog,high,meal,scooter,no,metropolitian,27
27,4.9,1.4898285870179706,10.0,1,windy,low,buffet,scooter,no,metropolitian,13
21,4.5,7.683740930982763,5.0,0,cloudy,low,buffet,scooter,no,urban,13
29,4.6,10.906058503327221,15.0,1,sunny,jam,drinks,electric_scooter,no,metropolitian,15
30,4.6,9.074744674241005,10.0,0,windy,medium,drinks,motorcycle,no,metropolitian,27
24,4.9,6.147215320061788,10.0,1,cloudy,medium,drinks,scooter,no,metropolitian,13
28,3.7,8.790990992588457,10.0,1,sunny,jam,meal,motorcycle,no,semi-urban,49
34,4.6,9.36367510199373,5.0,1,stormy,low,snack,scooter,no,metropolitian,20
25,4.2,4.59663204175947,10.0,1,stormy,low,drinks,motorcycle,no,metropolitian,20
23,4.7,9.175127291638498,10.0,1,sandstorms,low,meal,motorcycle,no,metropolitian,17
20,4.6,6.210045163136143,5.0,0,stormy,high,snack,electric_scooter,no,metropolitian,21
34,4.0,7.68415541716559,10.0,0,sandstorms,jam,snack,scooter,no,urban,33
20,5.0,17.078028601490022,15.0,1,cloudy,jam,meal,motorcycle,no,urban,30
29,4.6,10.88093543843387,10.0,1,sunny,low,buffet,motorcycle,no,metropolitian,22
31,4.8,16.113665369962842,5.0,1,cloudy,low,drinks,motorcycle,no,urban,40
27,4.7,6.12908533497929,5.0,0,sandstorms,high,buffet,motorcycle,no,urban,12
22,4.8,17.29786575291325,5.0,0,stormy,jam,drinks,motorcycle,no,metropolitian,18
21,4.8,11.007734763744617,5.0,1,sunny,medium,drinks,scooter,no,urban,17
33,5.0,1.529162766029632,15.0,1,cloudy,high,meal,scooter,no,metropolitian,28
37,4.9,10.587113705075845,10.0,0,stormy,medium,snack,motorcycle,no,metropolitian,28
27,4.9,11.007734763744617,10.0,0,sandstorms,low,drinks,motorcycle,no,metropolitian,15
29,4.2,3.145067434621583,10.0,1,sandstorms,high,snack,motorcycle,no,urban,36
27,2.9,14.022268860182423,5.0,2,sunny,low,drinks,motorcycle,yes,metropolitian,42
38,4.8,10.587929946825927,15.0,2,fog,jam,drinks,scooter,no,metropolitian,40
35,4.8,12.075147204184725,10.0,1,cloudy,medium,meal,motorcycle,no,metropolitian,44
36,3.9,17.29786575291325,15.0,0,sunny,jam,snack,motorcycle,no,metropolitian,31
38,4.9,8.93863229991919,10.0,0,windy,medium,snack,motorcycle,no,metropolitian,29
32,4.6,14.045114628498522,10.0,1,stormy,medium,drinks,motorcycle,no,metropolitian,30
39,4.8,7.652510173139905,5.0,1,cloudy,low,buffet,motorcycle,no,metropolitian,20
31,4.9,2.979527470384624,5.0,0,sunny,low,drinks,motorcycle,no,metropolitian,12
35,3.7,19.617573744443128,10.0,1,sandstorms,jam,drinks,scooter,no,urban,31
36,4.8,12.116946920849994,5.0,1,sunny,jam,drinks,motorcycle,no,metropolitian,15
37,4.0,7.601362669750945,10.0,1,stormy,medium,snack,scooter,no,metropolitian,34
30,4.6,13.583302501334016,10.0,1,fog,medium,drinks,scooter,no,urban,37
24,5.0,16.59866734050554,5.0,1,cloudy,medium,snack,motorcycle,no,metropolitian,44
32,4.6,4.656788095044164,15.0,1,cloudy,medium,meal,scooter,no,metropolitian,15
24,4.9,2.9303450916192486,15.0,0,sandstorms,high,snack,motorcycle,no,metropolitian,22
33,4.3,12.074063090452917,15.0,2,sandstorms,jam,meal,motorcycle,no,metropolitian,51
31,4.6,9.22014751541987,10.0,0,cloudy,medium,drinks,scooter,no,metropolitian,16
24,4.6,10.569566051096942,5.0,1,stormy,jam,meal,scooter,no,metropolitian,28
26,4.6,17.074879617078196,5.0,1,sunny,low,meal,motorcycle,no,metropolitian,28
29,5.0,12.42069253996503,10.0,1,windy,medium,drinks,motorcycle,no,metropolitian,32
35,3.8,10.64157247728437,5.0,1,stormy,jam,drinks,scooter,no,metropolitian,40
30,3.7,20.44292976252901,15.0,0,windy,medium,buffet,motorcycle,no,metropolitian,37
28,4.6,12.161517993712033,15.0,0,sunny,medium,snack,scooter,no,metropolitian,17
21,4.8,10.868212517103021,5.0,0,windy,low,drinks,scooter,no,urban,12
24,4.7,4.657159718107683,0.0,1,windy,low,buffet,scooter,no,metropolitian,17
23,4.6,16.635223376953338,5.0,1,sunny,jam,drinks,electric_scooter,no,metropolitian,18
31,3.5,12.234645517155798,10.0,1,windy,jam,drinks,motorcycle,no,metropolitian,35
39,4.3,9.121519225895119,10.0,1,fog,jam,drinks,motorcycle,no,metropolitian,32
30,4.6,4.717601092054723,10.0,1,fog,jam,snack,electric_scooter,no,metropolitian,29
34,4.8,17.076712975302453,15.0,1,windy,low,snack,motorcycle,no,urban,26
26,4.6,12.11655916281721,10.0,1,windy,jam,snack,motorcycle,no,urban,26
32,4.9,9.315035594044879,0.0,0,sunny,low,meal,electric_scooter,no,metropolitian,13
26,4.8,14.15280068944862,10.0,0,sunny,jam,meal,motorcycle,no,metropolitian,15
31,5.0,6.050103074349793,15.0,0,fog,medium,meal,scooter,no,urban,18
30,4.5,7.8626681674103684,15.0,1,sandstorms,low,drinks,motorcycle,no,metropolitian,20
21,4.6,1.4980964181025855,15.0,1,fog,low,snack,motorcycle,no,metropolitian,17
35,4.9,1.552331352726081,15.0,1,fog,low,meal,scooter,no,metropolitian,19
22,4.9,13.613850325840419,10.0,0,stormy,low,buffet,motorcycle,no,metropolitian,13
26,5.0,12.100287598006089,15.0,1,stormy,medium,snack,scooter,no,metropolitian,28
28,4.8,3.1051141624973875,15.0,1,windy,low,snack,motorcycle,no,metropolitian,13
39,4.6,6.128249797982013,15.0,0,fog,high,drinks,motorcycle,no,urban,35
23,4.7,12.293508819559184,10.0,0,sandstorms,medium,drinks,scooter,no,metropolitian,28
34,4.7,7.8626681674103684,5.0,1,cloudy,low,snack,scooter,no,urban,18
35,4.6,17.074786485938343,10.0,2,stormy,medium,buffet,motorcycle,no,metropolitian,38
23,4.5,5.969103925573009,10.0,1,sunny,high,drinks,scooter,no,metropolitian,14
35,4.7,1.4897343062370803,5.0,0,fog,low,drinks,electric_scooter,no,metropolitian,17
